type,title,url,wiki_title,wiki_url,wiki_extract,ka_best,ka_top3,confidence,matched_terms_bestka,hist_birth,hist_death,hist_mid,wiki_years,wiki_year_median,active_year,ka_status
persoon,"Cort van der Linden, Pieter",https://historiek.net/pieter-cort-van-der-linden-nederlandse-premier/133207/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cortés, Hernán",https://historiek.net/hernan-cortes-veroveraar-azteekse-rijk/68335/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cosani, Aquilino",https://historiek.net/aquilino-cosani-1924/253/,,,,,,0.0,,,,,,,,uncertain
persoon,"Costa, Isaäc da",https://historiek.net/isaac-da-costa-dichter-historicus/71112/,,,,,,0.0,,,,,,,,uncertain
persoon,"Coster, Charles De",https://historiek.net/charles-de-coster-tijl-uilenspiegel/74319/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cottaar, Jan",https://historiek.net/jan-cottaar-wielerverslaggever/16884/,,,,,,0.0,,,,,,,,uncertain
persoon,"Couperus, Louis",https://historiek.net/thema/couperus/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cowles, Virginia",https://historiek.net/virginia-cowles-een-onverschrokken-correspondente/158289/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cox jr., Archibald",https://historiek.net/archibald-cox-jr-en-de-saturday-night-massacre/147056/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cranmar, Thomas",https://historiek.net/thomas-cranmer-dood-brandstapel-1556/131352/,,,,,,0.0,,,,,,,,uncertain
persoon,Crazy Horse,https://historiek.net/crazy-horse-sioux-krijger/175761/,Crazy Horse,https://nl.wikipedia.org/wiki/Crazy_Horse,"Crazy Horse kan verwijzen naar:Crazy Horse (opperhoofd), een indiaan van de Oglala Lakota Crazy Horse Memorial, een monument dat wordt uitgehouwen in de Black Hills in de Amerikaanse staat South Dakota, ter ere van de 19e-eeuwse Lakotaleider Crazy Horse Crazy Horse, een rockband, begeleidingsband van Neil Young Crazy Horse, een popgroep Le Crazy Horse Saloon, een cabaret in Parijs dat bekendstaat om zijn optredens door naakte danseressen",KA15,"KA15,KA27,KA46",0.25,ban,,,,,,,confirmed
persoon,"Cristofori, Bartolomeo",https://historiek.net/uitvinder-piano-bartolomeo-cristofori/230/,,,,,,0.0,,,,,,,,uncertain
persoon,Croesus,https://historiek.net/croesus-de-rijkste-man-ter-wereld/71156/,Croesus,https://nl.wikipedia.org/wiki/Croesus,Croesus was koning van Lydië van 560 v.Chr. tot 546 v.Chr.,,,0.0,,,,,,,,uncertain
persoon,"Cromwell, Oliver",https://historiek.net/oliver-cromwell-engelse-militair-staatsman-dictator/129663/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cronjé, Piet",https://historiek.net/piet-cronje-1836-1911/6176/,Corné Pieterse,https://nl.wikipedia.org/wiki/Corn%C3%A9_Pieterse,Corné Pieterse is een Nederlands bioloog en hoogleraar plant-microbe interacties aan de Universiteit Utrecht. In 2022 was hij één van de vier laureaten van de Spinozapremie.,KA3,"KA3,KA6,KA24",0.3333,ur,1836,1911,1874,,,1874,confirmed
persoon,"Cronkite, Walter",https://historiek.net/walter-cronkite-amerikaans-tv-icoon/5298/,,,,,,0.0,,,,,,,,uncertain
persoon,"Crow, Jim",https://historiek.net/jim-crow-wetten-segregatie-vs/76323/,Crow Wing County,https://nl.wikipedia.org/wiki/Crow_Wing_County,Crow Wing County is een county in de Amerikaanse staat Minnesota.,,,0.0,,,,,,,,uncertain
persoon,"Csatary, Laszlo",https://historiek.net/thema/laszlo-csatary/,,,,,,0.0,,,,,,,,uncertain
persoon,Cuauhtemoc,https://historiek.net/cuauhtemoc-ca-1502-1525/1957/,Cuauhtemoc,https://nl.wikipedia.org/wiki/Cuauht%C3%A9moc,"Cuauhtemoc of Cuauhtémoc kan verwijzen naar:Cuauhtemoc (tlahtoani), de laatste hueyi tlahtoani van de Azteken Cervecería Cuauhtémoc Moctezuma, een Mexicaanse bierbrouwerij ARM Cuauhtémoc, opleidingsschip van de Mexicaanse marine",,,0.0,,1502,1525,1514,,,1514,uncertain
persoon,"Culemborg, Elisabeth van",https://historiek.net/1001-vrouwen-elisabeth-van-culemborg-1475-1555/21680/,,,,,,0.0,,1475,1555,1515,,,1515,uncertain
persoon,Cunera van Rhenen,https://historiek.net/cunera-rhenen-heilige/157019/,Cunera van Rhenen,https://nl.wikipedia.org/wiki/Cunera_van_Rhenen,"Cunera van Rhenen, ook wel Sint Cunera of Sint Kunera van Rhenen, is de hoofdpersoon van een heiligenlegende, waarin zij als maagd en martelares wordt geprezen. De eerste maal dat haar naam wordt vermeld, is omstreeks 1016. Zij is de beschermheilige van de Utrechtse stad Rhenen, ze geldt als beschermer van paarden en als behoeder tegen vee- en keelziekten. Haar attributen zijn de sleutel en de worgdoek.",KA6,"KA6,KA9,KA19",0.2,recht,,,,1016,1016,1016,uncertain
persoon,"Curie, Marie",https://historiek.net/marie-curie-pools-franse-natuurkundige/13502/,,,,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Curtis, John B.",https://historiek.net/uitvinder-kauwgom-john-b-curtis/423/,Curtis Jones (voetballer),https://nl.wikipedia.org/wiki/Curtis_Jones_(voetballer),Curtis Jones is een Engels voetballer die doorgaans als middenvelder speelt voor Liverpool FC.,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Cuyp, Albert",https://historiek.net/albert-cuyp-kunstenaar-gouden-eeuw/72508/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cuypers, Pierre",https://historiek.net/thema/pierre-cuypers/,,,,KA19,"KA19,KA35,KA37",0.3333,pers,,,,,,,confirmed
persoon,"Cuza, Alexander",https://historiek.net/alexander-cuza-1820-1873/3625/,,,,,,0.0,,1820,1873,1846,,,1846,uncertain
persoon,Cybele (godin),https://historiek.net/cultus-van-kybele-cybele/136290/,,,,,,0.0,,,,,,,,uncertain
persoon,"Cyrene, Simon van",https://historiek.net/simon-van-cyrene-jezus-kruis-dragen/99729/,,,,,,0.0,,,,,,,,uncertain
persoon,Cyrus II de Grote,https://historiek.net/cyrus-de-grote-stichter-perzische-rijk/2817/,Cyrus II de Grote,https://nl.wikipedia.org/wiki/Cyrus_II_de_Grote,"Cyrus II of Cyrus de Grote was de zesde heerser uit de dynastie van de Achaemeniden, die het Perzische Rijk regeerden. Hij bouwde het oorspronkelijk kleinere oud-Perzische Rijk uit tot een wereldrijk, dat onder zijn opvolgers reikte van de Indus tot en met het Oude Egypte. Dit rijk werd in 330 v.Chr. veroverd door Alexander de Grote. Cyrus wordt ook genoemd in de Hebreeuwse Bijbel.",KA8,"KA8,KA17,KA23",0.25,bijbel,,,,,,,confirmed
persoon,"Céspedes, Carlos Manuel de",https://historiek.net/carlos-manuel-de-cespedes-1819-1874/1820/,,,,,,0.0,,1819,1874,1846,,,1846,uncertain
persoon,"Cézanne, Paul",https://historiek.net/paul-cezanne-franse-kunstschilder/10141/,,,,,,0.0,,,,,,,,uncertain
persoon,"Da Vinci, Leonardo",https://historiek.net/thema/leonardo-da-vinci/,,,,,,0.0,,,,,,,,uncertain
persoon,"Daalen, Eeldert Christiaan van",https://historiek.net/eeldert-christiaan-van-daalen-nederlandse-kolonel/169747/,,,,,,0.0,,,,,,,,uncertain
persoon,"Daalen, Frits van",https://historiek.net/frits-van-daalen-generaal-knil/148327/,,,,,,0.0,,,,,,,,uncertain
persoon,"Daendels, Herman Willem",https://historiek.net/herman-willem-daendels-1762-patriot/77930/,,,,,,0.0,,,,,,,,uncertain
persoon,"Daguerre, Louis",https://historiek.net/louis-daguerre-1787-1851/3358/,,,,,,0.0,,1787,1851,1819,,,1819,uncertain
persoon,Dalai Lama,https://historiek.net/dalai-lama-tenzin-gyatso-1935/2155/,Dalai lama,https://nl.wikipedia.org/wiki/Dalai_lama,"De dalai lama is de belangrijkste tulku, gereïncarneerde lama, van de gelug, een van de tradities binnen het Tibetaans boeddhisme.",,,0.0,,,,,,,,uncertain
persoon,"Dales, Ien",https://historiek.net/ien-dales-mininster-staatssecretaris/168220/,Dalespony,https://nl.wikipedia.org/wiki/Dalespony,"De dalespony, of kortweg dales, is een ras van bergpony's uit het oostelijke gedeelte van het Penninisch Gebergte in het noorden van Engeland. Het ras is nauw verwant aan de fellpony en behoort tot de zeldzame huisdierrassen.",,,0.0,,,,,,,,uncertain
persoon,"Dalí, Salvador",https://historiek.net/thema/salvador-dali/,,,,KA22,KA22,1.0,Alva,,,,,,,confirmed
persoon,Damiaan (pater),https://historiek.net/pater-damiaan-heilige-apostel-melaatsen/75146/,,,,,,0.0,,,,,,,,uncertain
persoon,Danaë,https://historiek.net/danae-moeder-perseus/177686/,Danaë,https://nl.wikipedia.org/wiki/Dana%C3%AB,Danaë kan verwijzen naar:,,,0.0,,,,,,,,uncertain
persoon,Dante,https://historiek.net/dante-alighieri-1265-filosoof/76947/,,,,,,0.0,,,,,,,,uncertain
persoon,"Darwin, Charles",https://historiek.net/charles-darwin-vader-evolutietheorie/3307/,,,,,,0.0,,,,,,,,uncertain
persoon,"Datheen, Petrus",https://historiek.net/petrus-datheen-psalmberijming-wilhelmus/82421/,,,,KA8,KA8,1.0,Petrus,,,,,,,confirmed
persoon,"Davids, Heintje",https://historiek.net/heintje-davids-effect-betekenis-herkomst/148834/,,,,,,0.0,,,,,,,,uncertain
persoon,"Davignon, Étienne",https://historiek.net/etienne-davignon-memoires-drie-levens/112960/,,,,,,0.0,,,,,,,,uncertain
persoon,"Davis, Dwight",https://historiek.net/davis-cup-geschiedenis-dwight-davis/91168/,David Wight,https://nl.wikipedia.org/wiki/David_Wight,David Henry Wight is een voormalig Amerikaans roeier. Wight won tijdens de Olympische Zomerspelen van 1956 samen met zijn medestudenten van Yale de titel in de acht.,,,0.0,,,,,1956,1956,1956,uncertain
persoon,"Davis, Jacob",https://historiek.net/uitvinder-spijkerbroek-jacob-davis/198/,David Jacob van Lennep (1774-1853),https://nl.wikipedia.org/wiki/David_Jacob_van_Lennep_(1774-1853),David Jacob van Lennep was hoogleraar Latijn en Grieks aan het Amsterdamse Athenaeum Illustre en dichter van Nederlandse en Neolatijnse gedichten.,KA6,"KA6,KA20,KA24",0.25,latijn,,,,,,,confirmed
persoon,"Davis, Jefferson",https://historiek.net/jefferson-davis-1808-1889/1320/,,,,,,0.0,,1808,1889,1848,,,1848,uncertain
persoon,"De Jongh, Andrée",https://historiek.net/andree-de-jongh-bracht-honderden-geallieerde-militairen-in-veiligheid/155272/,,,,,,0.0,,,,,,,,uncertain
persoon,"De Kort, Wim",https://historiek.net/de-korte-carriere-van-tussenpaus-wim-de-kort/166446/,,,,,,0.0,,,,,,,,uncertain
persoon,"De Staël, Madame",https://historiek.net/wie-was-madame-de-stael-biografie/135489/,,,,KA45,KA45,1.0,MAD,,,,,,,confirmed
persoon,"Debussy, Claude",https://historiek.net/claude-debussy-franse-componist/34796/,,,,,,0.0,,,,,,,,uncertain
persoon,"Defoe, Daniel",https://historiek.net/daniel-defoe/173454/,,,,,,0.0,,,,,,,,uncertain
persoon,"Degrelle, Léon",https://historiek.net/leon-degrelle-de-fuhrer-uit-bouillon/74863/,,,,,,0.0,,,,,,,,uncertain
persoon,"Deibler, Anatole",https://historiek.net/anatole-deibler-de-beste-beul-van-frankrijk/149226/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dekker, Eduard Douwes",https://historiek.net/multatuli-schrijver-max-havelaar/6226/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dekker, Jan Cornelisz.",https://historiek.net/jan-cornelisz-dekker-christenslaaf-marokko/75499/,,,,,,0.0,,,,,,,,uncertain
persoon,"Delacroix, Blanche",https://historiek.net/bastaardzonen-leopold-ii-blanche-delacroix/81932/,,,,,,0.0,,,,,,,,uncertain
persoon,"Delors, Jacques",https://historiek.net/jacques-delors-voorzitter-europese-commissie/103462/,,,,,,0.0,,,,,,,,uncertain
persoon,"Delvaux, Paul",https://historiek.net/paul-delvaux-1897-1994/8596/,,,,,,0.0,,1897,1994,1946,,,1946,uncertain
persoon,"Demjanjuk, John",https://historiek.net/john-demjanjuk-sobibor-oorlogsmisdadiger/15282/,,,,,,0.0,,,,,,,,uncertain
persoon,"Denemarken, Jacob van",https://historiek.net/jacob-van-denemarken-steun-en-toeverlaat-voor-graaf-willem-iii/153645/,,,,KA11,KA11,1.0,marke,,,,,,,confirmed
persoon,"Derrida, Jacques",https://historiek.net/jacques-derrida-filosoof-deconstructivisme/69325/,,,,,,0.0,,,,,,,,uncertain
persoon,"Descartes, René",https://historiek.net/rene-descartes-filosoof-moderne-wijsbegeerte/67820/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dias, Bartolomeu",https://historiek.net/bartolomeus-diaz-ca-1450-1500/1253/,,,,KA47,KA47,1.0,EU,1450,1500,1475,,,1475,confirmed
persoon,"Dickens, Charles",https://historiek.net/charles-dickens-leven-bekendste-werken/153002/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dickmann, Arend",https://historiek.net/arend-dickmann-1572-1627-nederlands-poolse-vlootadmiraal/135378/,,,,,,0.0,,,,,,,,uncertain
persoon,"Diderot, Denis",https://historiek.net/encyclopedie-1753-denis-diderot/77838/,,,,KA27,KA27,1.0,Diderot,,,,,,,confirmed
persoon,Dido (Carthago),https://historiek.net/dido-aeneas-mythologie-carthago/158546/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dietrich, Marlene",https://historiek.net/marlene-dietrich-werd-slachtoffer-van-haar-eigen-schittering/168773/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dietrich, Sepp (Joseph)",https://historiek.net/sepp-dietrich-leibstandarte-ss-adolf-hitler/100373/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dijk, Martin van",https://historiek.net/pianist-en-componist-martin-van-dijk-overleden/59601/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dijkstal, Hans",https://historiek.net/hans-dijkstal-vvd-fractievoorzitter/8017/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dillema, Foekje",https://historiek.net/thema/foekje-dillema/,,,,,,0.0,,,,,,,,uncertain
persoon,Dimpna,https://historiek.net/geel-een-kempens-dorp-zot-van-geesteszieken/148375/,Dimpna van Geel,https://nl.wikipedia.org/wiki/Dimpna_van_Geel,"De heilige Dimpna van Geel is een vrouwelijke heilige uit de zevende eeuw, waarover geen geschiedkundige gegevens bekend zijn. Ze is de patroonheilige van de Belgische stad Geel. Haar naamfeest is op 15 mei.",KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,Diocletianus,https://historiek.net/diocletianus-p-236-316-na-chr/2494/,Diocletianus,https://nl.wikipedia.org/wiki/Diocletianus,"Gaius Aurelius Valerius Diocletianus was Romeins keizer van 20 november 284 tot 1 mei 305. Hij was een belangrijke keizer die vooral bekend geworden is vanwege zijn bijzondere organisatorische talenten. Onder zijn keizerschap werden veel aspecten van het Romeinse rijk vernieuwd of opnieuw georganiseerd, zoals het leger, de provinciën, het monetaire systeem en de belastingen. Gedurende zijn loopbaan werd hij liefst negen keer consul. In 303 ontketende hij de bloedige christenvervolgingen.",KA3,"KA3,KA17,KA6",0.2857,ur; belasting,,,,,,,confirmed
persoon,Diogenes,https://historiek.net/de-schaamteloosheid-van-diogenes/152574/,Diogenes,https://nl.wikipedia.org/wiki/Diogenes,"Diogenes kan verwijzen naar:Diogenes van Sinope, een Grieks filosoof van de cynische school Diogenes van Babylon, een Grieks stoïcijns filosoof uit de 2e eeuw v.Chr. Diogenes van Apollonia, een Grieks presocratisch filosoof Diogenes Laërtius, een Romeins historicus en biograaf Diogenes (handelaar), Griekse handelaar-ontdekkingsreiziger uit de eerste eeuw v.Chr. Syndroom van Diogenes, een psychische aandoening Diogenes (televisieprogramma), een voormalig televisieprogramma van de VPRO Diogenes (tijdschrift), een voormalig literair tijdschrift N.C.S.V. Diogenes, een Nijmeegse studentenvereniging Stichting Diogenes Leiden, een stichting die monumenten restaureert en beheert Diogenesbunker, een bunker in Schaarsbergen Diogenes (geslacht), een geslacht van tienpotigen",KA3,"KA3,KA47,KA6",0.375,babylon; ur; handel,,,,,,,confirmed
persoon,Diponegoro,https://historiek.net/dolk-javaanse-prins-diponegoro-terug-naar-indonesie/132942/,Diponegoro,https://nl.wikipedia.org/wiki/Diponegoro,"Diponegoro, geboren als Raden Mas Ontowiryo was de leider van de opstand tegen het Nederlandse bestuur gedurende de Java-oorlog in het toenmalige Nederlands-Indië. Hij is een Nationale held van Indonesië.",KA3,"KA3,KA14,KA33",0.25,ur,,,,,,,confirmed
persoon,"Dircks, Geertje",https://historiek.net/1001-vrouwen-geertje-dircks-ca-1610-1656/21424/,,,,,,0.0,,1610,1656,1633,,,1633,uncertain
persoon,Dirk III (graaf),https://historiek.net/graaf-dirk-iii-van-holland/70026/,Dirk III (graaf),https://nl.wikipedia.org/wiki/Dirk_III_(graaf),"Dirk III, bijgenaamd Hierosolymita (""Jeruzalemganger""), was een Friese graaf (comes Fresonum). Hij was van 993 tot 1039 graaf van West-Frisia.",KA12,"KA12,KA16",0.5,graaf,,,,1039,1039,1039,confirmed
persoon,Disclaimer,https://historiek.net/discaimer/,Disclaimer,https://nl.wikipedia.org/wiki/Disclaimer,"Een disclaimer, ook wel een oordeelonthouding, voorwaardelijkheidsverklaring of vrijtekening, is een korte tekst waarin iemand zijn of haar aansprakelijkheid in een bepaalde risicohoudende aangelegenheid of situatie afwijst of beperkt.",,,0.0,,,,,,,,uncertain
persoon,Djoser (farao),https://historiek.net/farao-djoser-trappiramide-saqqara/144425/,,,,KA3,KA3,1.0,farao,,,,,,,confirmed
persoon,"Dodoens, Rembert",https://historiek.net/rembert-dodoens-arts-wetenschapper/68633/,,,,,,0.0,,,,,,,,uncertain
persoon,"Doff, Neel",https://historiek.net/neel-doff-biografie-keetje-tippel/136781/,Doffe erwtenmossel,https://nl.wikipedia.org/wiki/Doffe_erwtenmossel,"De doffe erwtenmossel of erwtenmossel is een in zoet water levende tweekleppige schelpensoort uit de familie Sphaeriidae. Een jonger, thans niet meer gebruikt synoniem is Pisidium cinereum Alder, 1838.",KA47,KA47,1.0,EU,,,,1838,1838,1838,confirmed
persoon,"Doisneau, Robert",https://historiek.net/robert-doisneau-franse-straatfotograaf/15640/,,,,,,0.0,,,,,,,,uncertain
persoon,"Domela Nieuwenhuis, Ferdinand",https://historiek.net/ferdinand-domela-nieuwenhuis-biografie/136210/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,Don Juan van Oostenrijk,https://historiek.net/don-juan-van-oostenrijk-landvoogd/108434/,Don Juan van Oostenrijk,https://nl.wikipedia.org/wiki/Juan_van_Oostenrijk,Juan van Oostenrijk was een Spaans legerleider en landvoogd van de Nederlanden aan het begin van de Tachtigjarige Oorlog.,KA22,"KA22,KA17",0.7143,tachtigjarige oorlog,,,,,,,confirmed
persoon,"Donker Curtius, Dirk",https://historiek.net/mannen-van-1848-dirk-donker-curtius-thorbecke/97608/,,,,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Doria, Andrea",https://historiek.net/andrea-doria-1466-1560-vlootadmiraal-van-karel-v/134274/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dotremont, Christian",https://historiek.net/kunstenaar-christian-dotremont-cobra/149971/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dou, Gerard",https://historiek.net/thema/gerard-dou/,Dongeradeel,https://nl.wikipedia.org/wiki/Dongeradeel,"Dongeradeel ) is een voormalige gemeente in de Nederlandse provincie Friesland met een oppervlakte van 266,9 km² en 23.831 inwoners op het einde van 2018. Sinds 1 januari 2019 is de gemeente samen met Ferwerderadeel en Kollumerland en Nieuwkruisland gefuseerd tot Noardeast-Fryslân.",KA6,"KA6,KA9,KA47",0.3333,provincie,,,,,,,confirmed
persoon,"Douglass, Frederick",https://historiek.net/frederick-douglass-autobiografie/84896/,,,,KA27,KA27,1.0,rede,,,,,,,confirmed
persoon,Doña Marina,https://historiek.net/dona-marina-malinche-tolk-hernan-cortes/167608/,Doña Marina,https://nl.wikipedia.org/wiki/La_Malinche,"La Malinche, ook bekend als Doña Marina of bij haar Nahuatl-naam Malinalli Tenepal of Malintzin was de Indiaanse geliefde van de Spaanse conquistador (veroveraar) Hernán Cortés. Ze was de moeder van zijn zoon Martín en speelde een belangrijke rol als tolk en adviseur.",KA18,"KA18,KA3,KA46",0.4545,Hernán Cortés,,,,,,,confirmed
persoon,"Dracula, Vlad",https://historiek.net/vlad-dracula-de-spietser/104286/,Dracula AD 1972,https://nl.wikipedia.org/wiki/Dracula_AD_1972,"Dracula A.D. 1972 is een Britse horrorfilm uit 1972, geproduceerd door Hammer Film Productions en geregisseerd door Alan Gibson. De hoofdrollen worden vertolkt door Christopher Lee, Peter Cushing en Stephanie Beacham.",KA37,KA37,1.0,film,,,,1972,1972,1972,confirmed
persoon,"Drais, Karl",https://historiek.net/uitvinder-fiets-karl-drais/292/,,,,,,0.0,,,,,,,,uncertain
persoon,"Drake, Francis",https://historiek.net/francis-drake-zeevaarder-ontdekkingsreiziger/171326/,,,,,,0.0,,,,,,,,uncertain
persoon,"Drebbel, Cornelis",https://historiek.net/cornelis-drebbel-1572-1633-uitvinder-van-de-onderzeeboot/416/,,,,,,0.0,,,,,,,,uncertain
persoon,"Drees, Willem",https://historiek.net/willem-drees-1886-1988/2318/,,,,,,0.0,,1886,1988,1937,,,1937,uncertain
persoon,"Drew, Richard",https://historiek.net/richard-drew-uitvinder-van-het-plakband/682/,De Richards,https://nl.wikipedia.org/wiki/De_Richards,De Richards is een dialectrockband uit Oost-Nederland.,KA15,KA15,1.0,ban,,,,,,,confirmed
persoon,"Dreyfus, Alfred",https://historiek.net/alfred-dreyfus-1859-1935/1438/,,,,,,0.0,,1859,1935,1897,,,1897,uncertain
persoon,"Driehuis, Johannes",https://historiek.net/kampbewaker-johannes-driehuis-geexecuteerd/150865/,,,,,,0.0,,,,,,,,uncertain
persoon,"Drucker, Hendrik Lodewijk",https://historiek.net/leven-vrijzinnig-democraat-hendrik-lodewijk-drucker/158459/,,,,,,0.0,,,,,,,,uncertain
persoon,"Drucker, Wilhelmina",https://historiek.net/wilhelmina-drucker-1847-1925/4443/,,,,KA42,KA42,1.0,Wilhelmina,1847,1925,1886,,,1886,confirmed
persoon,Drugshandel in Azië was ‘kip met gouden eieren’ voor Nederlanders,https://historiek.net/drugshandel-in-azie-was-kip-met-gouden-eieren-voor-nederlanders/171536/,,,,KA3,"KA3,KA6,KA18",0.25,handel,,,,,,,confirmed
persoon,Druon Antigoon,https://historiek.net/silvius-brabo-druon-antigoon/80323/,,,,,,0.0,,,,,,,,uncertain
persoon,"Druon, Maurice",https://historiek.net/maurice-druon-franse-schrijver-politicus/4309/,,,,KA3,KA3,1.0,ur,,,,,,,confirmed
persoon,"Du Buy, Cor",https://historiek.net/cor-du-buy-tafeltennis-verkiezingen/151011/,Bucorvus,https://nl.wikipedia.org/wiki/Bucorvus,Bucorvus of hoornraven is een geslacht van vogels uit de familie Bucorvidae. Deze familie is nauw verwant aan de familie van de neushoornvogels (Bucerotidae) waartoe de hoornraven vroeger werden gerekend. Een groot verschil met de neushoornvogels is hun gedrag.,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,"Dubcek, Alexander",https://historiek.net/alexander-dubcek-1921-1992/1997/,,,,,,0.0,,1921,1992,1956,,,1956,uncertain
persoon,"Dubois, Eugene",https://historiek.net/eugene-dubois-1858-1940-paleo-antropoloog/160480/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,"Dudley, Robert",https://historiek.net/robert-dudley-15331588/5550/,,,,,,0.0,,,,,,,,uncertain
persoon,"Duisenberg, Wim",https://historiek.net/wim-duisenberg-zei-altijd-nee/152227/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dullens, Willy",https://historiek.net/willy-dullens-limburgs-voetbalicoon/170259/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dunant, Henry",https://historiek.net/henry-dunant-oprichter-rode-kruis/68894/,Duane Henry,https://nl.wikipedia.org/wiki/Duane_Henry,Duane Henry is een Brits acteur.,KA3,"KA3,KA47",0.5,ur,,,,,,,confirmed
persoon,"Dunk, H.W. von der",https://historiek.net/historicus-von-der-dunk-in-memoriam/82191/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dunlop, John Boyd",https://historiek.net/john-boyd-dunlop-uitvinder-van-de-rubber-luchtband/532/,,,,,,0.0,,,,,,,,uncertain
persoon,"Durrani, Ahmed Shah",https://historiek.net/ahmed-shah-durrani-ca-1724-1773/3420/,,,,KA3,KA3,1.0,ur,1724,1773,1748,,,1748,confirmed
persoon,"Durrieux, Lucien",https://historiek.net/bastaardzonen-leopold-ii-blanche-delacroix/81932/,,,,KA3,"KA3,KA47",0.5,ur,,,,,,,confirmed
persoon,"Dutrieu, Hélène",https://historiek.net/helene-dutrieu-de-onversaagde-menselijke-pijl/157481/,,,,KA47,KA47,1.0,EU,,,,,,,confirmed
persoon,"Dylan, Bob",https://historiek.net/bob-dylan-biografie-albums/90919/,Dylan O'Brien,https://nl.wikipedia.org/wiki/Dylan_O'Brien,"Dylan Rhodes O'Brien is een Amerikaans acteur. Hij kreeg bij het grote publiek vooral naamsbekendheid door zijn hoofdrol als Stiles Stilinski in Teen Wolf en door zijn rol als Thomas in The Maze Runner, The Scorch Trials en The Death Cure.",KA47,"KA47,KA3",0.6667,EEG; EU,,,,,,,confirmed
persoon,Dzjengis Khan,https://historiek.net/dzjengis-khan-ca-1162-1227-mongoolse-wereldheerser/64270/,Dzjengis Khan,https://nl.wikipedia.org/wiki/Dzjengis_Khan,"Dzjengis Khan, geboren als Temüjin, was een Mongools heerser en veroveraar.",,,0.0,,,,,,,,uncertain
persoon,"Dzjoegasjvili, Jakov",https://historiek.net/jakov-dzjoegasjvili-de-zoon-van-jozef-stalin/72020/,,,,,,0.0,,,,,,,,uncertain
persoon,"Dürer, Albrecht",https://historiek.net/albrecht-durer-de-reizende-kunstenaar-ondernemer/146010/,,,,KA6,KA6,1.0,recht,,,,,,,confirmed
persoon,"Earhart, Amelia",https://historiek.net/amelia-earhart-amerikaanse-luchtvaartpionier/17414/,,,,,,0.0,,,,,,,,uncertain
persoon,"Eccles, John",https://historiek.net/john-eccles-een-vergeten-schakel-tussen-purcell-en-handel/51916/,Eccleston (Merseyside),https://nl.wikipedia.org/wiki/Eccleston_(Merseyside),"Eccleston is een civil parish in het bestuurlijke gebied St Helens, in het Engelse graafschap Merseyside, met 10.433 inwoners.",KA3,"KA3,KA12",0.5,ur,,,,,,,confirmed
persoon,"Ecury, Boy",https://historiek.net/boy-ecury-1922-1944/5676/,,,,KA3,KA3,1.0,ur,1922,1944,1933,,,1933,confirmed
persoon,Edgar van Engeland,https://historiek.net/edgar-van-engeland-ca-943-975/3903/,Edgar van Engeland,https://nl.wikipedia.org/wiki/Edgar_van_Engeland,"Edgar, de Vreedzame, was koning van Engeland van 959 tot 975.",,,0.0,,943,975,959,,,959,uncertain
persoon,"Edison, Thomas",https://historiek.net/thomas-edison-uitvinder-van-de-gloeilamp/506/,"Edison, the Man",https://nl.wikipedia.org/wiki/Edison%2C_the_Man,"Edison, the Man is een Amerikaanse dramafilm uit 1940 onder regie van Clarence Brown. Het scenario is gebaseerd op het leven van de Amerikaanse uitvinder Thomas Edison.",KA37,KA37,1.0,film,,,,1940,1940,1940,confirmed
persoon,Edmund I van Engeland,https://historiek.net/edmund-i-van-engeland-922-946/3891/,Edmund I van Engeland,https://nl.wikipedia.org/wiki/Edmund_I_van_Engeland,"Edmund I, bijgenaamd de Geweldige of de Oudere, was koning van Engeland van 939 tot 946. Hij was een zoon van Eduard de Oudere en halfbroer van zijn voorganger Athelstan.",KA16,KA16,1.0,geweld,922,946,934,,,934,confirmed
